name,label,concept,predicateType,group,limit,attributes,required
B15002_001E,Estimate!!Total,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER,int,B15002,0,"B15002_001EA,B15002_001M,B15002_001MA",NA
B15002_003E,Estimate!!Total!!Male!!No schooling completed,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER,int,B15002,0,"B15002_003EA,B15002_003M,B15002_003MA",NA
B15002_004E,Estimate!!Total!!Male!!Nursery to 4th grade,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER,int,B15002,0,"B15002_004EA,B15002_004M,B15002_004MA",NA
B15002_005E,Estimate!!Total!!Male!!5th and 6th grade,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER,int,B15002,0,"B15002_005EA,B15002_005M,B15002_005MA",NA
B15002_006E,Estimate!!Total!!Male!!7th and 8th grade,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER,int,B15002,0,"B15002_006EA,B15002_006M,B15002_006MA",NA
B15002_007E,Estimate!!Total!!Male!!9th grade,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER,int,B15002,0,"B15002_007EA,B15002_007M,B15002_007MA",NA
B15002_008E,Estimate!!Total!!Male!!10th grade,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER,int,B15002,0,"B15002_008EA,B15002_008M,B15002_008MA",NA
B15002_009E,Estimate!!Total!!Male!!11th grade,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER,int,B15002,0,"B15002_009EA,B15002_009M,B15002_009MA",NA
B15002_010E,"Estimate!!Total!!Male!!12th grade, no diploma",SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER,int,B15002,0,"B15002_010EA,B15002_010M,B15002_010MA",NA
B15002_011E,"Estimate!!Total!!Male!!High school graduate, GED, or alternative",SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER,int,B15002,0,"B15002_011EA,B15002_011M,B15002_011MA",NA
B15002_012E,"Estimate!!Total!!Male!!Some college, less than 1 year",SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER,int,B15002,0,"B15002_012EA,B15002_012M,B15002_012MA",NA
B15002_013E,"Estimate!!Total!!Male!!Some college, 1 or more years, no degree",SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER,int,B15002,0,"B15002_013EA,B15002_013M,B15002_013MA",NA
B15002_014E,Estimate!!Total!!Male!!Associate's degree,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER,int,B15002,0,"B15002_014EA,B15002_014M,B15002_014MA",NA
B15002_015E,Estimate!!Total!!Male!!Bachelor's degree,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER,int,B15002,0,"B15002_015EA,B15002_015M,B15002_015MA",NA
B15002_016E,Estimate!!Total!!Male!!Master's degree,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER,int,B15002,0,"B15002_016EA,B15002_016M,B15002_016MA",NA
B15002_017E,Estimate!!Total!!Male!!Professional school degree,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER,int,B15002,0,"B15002_017EA,B15002_017M,B15002_017MA",NA
B15002_018E,Estimate!!Total!!Male!!Doctorate degree,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER,int,B15002,0,"B15002_018EA,B15002_018M,B15002_018MA",NA
B15002_020E,Estimate!!Total!!Female!!No schooling completed,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER,int,B15002,0,"B15002_020EA,B15002_020M,B15002_020MA",NA
B15002_021E,Estimate!!Total!!Female!!Nursery to 4th grade,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER,int,B15002,0,"B15002_021EA,B15002_021M,B15002_021MA",NA
B15002_022E,Estimate!!Total!!Female!!5th and 6th grade,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER,int,B15002,0,"B15002_022EA,B15002_022M,B15002_022MA",NA
B15002_023E,Estimate!!Total!!Female!!7th and 8th grade,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER,int,B15002,0,"B15002_023EA,B15002_023M,B15002_023MA",NA
B15002_024E,Estimate!!Total!!Female!!9th grade,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER,int,B15002,0,"B15002_024EA,B15002_024M,B15002_024MA",NA
B15002_025E,Estimate!!Total!!Female!!10th grade,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER,int,B15002,0,"B15002_025EA,B15002_025M,B15002_025MA",NA
B15002_026E,Estimate!!Total!!Female!!11th grade,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER,int,B15002,0,"B15002_026EA,B15002_026M,B15002_026MA",NA
B15002_027E,"Estimate!!Total!!Female!!12th grade, no diploma",SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER,int,B15002,0,"B15002_027EA,B15002_027M,B15002_027MA",NA
B15002_028E,"Estimate!!Total!!Female!!High school graduate, GED, or alternative",SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER,int,B15002,0,"B15002_028EA,B15002_028M,B15002_028MA",NA
B15002_029E,"Estimate!!Total!!Female!!Some college, less than 1 year",SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER,int,B15002,0,"B15002_029EA,B15002_029M,B15002_029MA",NA
B15002_030E,"Estimate!!Total!!Female!!Some college, 1 or more years, no degree",SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER,int,B15002,0,"B15002_030EA,B15002_030M,B15002_030MA",NA
B15002_031E,Estimate!!Total!!Female!!Associate's degree,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER,int,B15002,0,"B15002_031EA,B15002_031M,B15002_031MA",NA
B15002_032E,Estimate!!Total!!Female!!Bachelor's degree,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER,int,B15002,0,"B15002_032EA,B15002_032M,B15002_032MA",NA
B15002_033E,Estimate!!Total!!Female!!Master's degree,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER,int,B15002,0,"B15002_033EA,B15002_033M,B15002_033MA",NA
B15002_034E,Estimate!!Total!!Female!!Professional school degree,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER,int,B15002,0,"B15002_034EA,B15002_034M,B15002_034MA",NA
B15002_035E,Estimate!!Total!!Female!!Doctorate degree,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER,int,B15002,0,"B15002_035EA,B15002_035M,B15002_035MA",NA
