name,label,concept,predicateType,group,limit,attributes,required
B19001_004E,"Estimate!!Total!!$15,000 to $19,999",HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),int,B19001,0,"B19001_004M,B19001_004MA,B19001_004EA",NA
B19001_005E,"Estimate!!Total!!$20,000 to $24,999",HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),int,B19001,0,"B19001_005M,B19001_005MA,B19001_005EA",NA
B19001_002E,"Estimate!!Total!!Less than $10,000",HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),int,B19001,0,"B19001_002M,B19001_002MA,B19001_002EA",NA
B19001_003E,"Estimate!!Total!!$10,000 to $14,999",HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),int,B19001,0,"B19001_003M,B19001_003MA,B19001_003EA",NA
B19001_001E,Estimate!!Total,HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),int,B19001,0,"B19001_001M,B19001_001MA,B19001_001EA",NA
B19001_009E,"Estimate!!Total!!$40,000 to $44,999",HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),int,B19001,0,"B19001_009M,B19001_009MA,B19001_009EA",NA
B19001_008E,"Estimate!!Total!!$35,000 to $39,999",HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),int,B19001,0,"B19001_008M,B19001_008MA,B19001_008EA",NA
B19001_007E,"Estimate!!Total!!$30,000 to $34,999",HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),int,B19001,0,"B19001_007M,B19001_007MA,B19001_007EA",NA
B19001_006E,"Estimate!!Total!!$25,000 to $29,999",HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),int,B19001,0,"B19001_006M,B19001_006MA,B19001_006EA",NA
B19001_010E,"Estimate!!Total!!$45,000 to $49,999",HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),int,B19001,0,"B19001_010M,B19001_010MA,B19001_010EA",NA
B19001_011E,"Estimate!!Total!!$50,000 to $59,999",HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),int,B19001,0,"B19001_011M,B19001_011MA,B19001_011EA",NA
B19001_012E,"Estimate!!Total!!$60,000 to $74,999",HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),int,B19001,0,"B19001_012M,B19001_012MA,B19001_012EA",NA
B19001_013E,"Estimate!!Total!!$75,000 to $99,999",HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),int,B19001,0,"B19001_013M,B19001_013MA,B19001_013EA",NA
B19001_014E,"Estimate!!Total!!$100,000 to $124,999",HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),int,B19001,0,"B19001_014M,B19001_014MA,B19001_014EA",NA
B19001_015E,"Estimate!!Total!!$125,000 to $149,999",HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),int,B19001,0,"B19001_015M,B19001_015MA,B19001_015EA",NA
B19001_016E,"Estimate!!Total!!$150,000 to $199,999",HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),int,B19001,0,"B19001_016M,B19001_016MA,B19001_016EA",NA
B19001_017E,"Estimate!!Total!!$200,000 or more",HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),int,B19001,0,"B19001_017M,B19001_017MA,B19001_017EA",NA
