"x","y","ID"
-111.588955429062,33.3619629774351,"0"
-111.615503987315,33.3673858067349,"0"
-111.6142646397,33.3775614971497,"0"
-111.586496699865,33.3631474797926,"0"
-111.597417766096,33.3600408454917,"0"
-111.590050102761,33.3772771111617,"0"
-111.594347945534,33.3533075234652,"0"
-111.617886261987,33.369363737672,"0"
-111.599853091745,33.3502392314487,"0"
-111.597101805058,33.3572285370997,"0"
-111.615833007972,33.3744225232481,"0"
-111.615777936421,33.3720405082836,"0"
-111.588197980371,33.3572678626648,"0"
-111.617493727159,33.3743889056114,"0"
-111.60847802742,33.3717889161174,"0"
-111.61786331544,33.371146890816,"0"
-111.605528405649,33.3586579747431,"1"
-111.630929704092,33.3598892711076,"1"
-111.6013501498,33.3502043339711,"1"
-111.634931259742,33.3621364382809,"1"
-111.617882634737,33.3600810401371,"1"
-111.608456302196,33.3614848804173,"1"
-111.633647389899,33.3640291649482,"1"
-111.615960630152,33.3533435174073,"1"
-111.629774166088,33.3614573332306,"1"
-111.601611466538,33.3634515848792,"1"
-111.629528510111,33.3512697396607,"1"
-111.63163989259,33.3663632446935,"2"
-111.630844398524,33.3691760023286,"2"
-111.767772249828,33.2543199883519,"4"
-111.715655731653,33.2857325547947,"6"
-111.791566198317,33.3210481906483,"9"
-111.819819330753,33.2173846083746,"11"
-111.811038208694,33.2123801708513,"11"
-111.809739011684,33.2167347798433,"11"
-112.031059311147,33.3648080582678,"15"
-112.044019222907,33.3290931496815,"15"
-112.027559119981,33.350581931007,"15"
-112.022853175542,33.362336175378,"15"
-111.725191118811,33.446245643283,"16"
-111.734653167442,33.439722838851,"16"
-111.723579391294,33.4398271359416,"16"
-111.719579558328,33.4471919020254,"16"
-111.727981925645,33.4462508506771,"16"
-111.721274998378,33.450103288597,"16"
-111.724085498849,33.4407820983949,"16"
-111.733648254504,33.4459605411504,"16"
-111.729913422758,33.4376136307512,"16"
-111.731491942923,33.4391632987524,"16"
-111.586522613017,33.4167777548383,"19"
-111.597393577665,33.4159857497993,"19"
-111.595547545932,33.4185730884089,"19"
-111.628239619032,33.4210368732817,"20"
-111.617199722239,33.4212112618088,"20"
-111.616220385535,33.4169698026896,"20"
-111.612872756975,33.4219510401941,"20"
-111.615600625438,33.4186377791861,"20"
-111.610179628894,33.4158485273723,"20"
-111.616507358883,33.4197693873946,"20"
-111.619790140165,33.4166305510378,"20"
-111.610892577038,33.4165233446621,"20"
-111.610622184487,33.4196682506614,"20"
-111.609384786125,33.417253668934,"20"
-111.612155003511,33.4197657455044,"20"
-111.611542913672,33.4216437474411,"20"
-111.617184914139,33.4209716077488,"20"
-111.610043702442,33.4205922190651,"20"
-111.630782995603,33.4212790299487,"20"
-111.62863740289,33.4174439364298,"20"
-111.62200052594,33.4207315970694,"20"
-111.609367121526,33.4213512571888,"20"
-111.630266825846,33.4214477349944,"20"
-111.630603825388,33.4215833520658,"20"
-111.610014735635,33.4200251423828,"20"
-111.622403349463,33.4222280469363,"20"
-111.60902631359,33.4191099760705,"20"
-111.621984217722,33.4158689378572,"20"
-111.610576352351,33.4185635651316,"20"
-111.617019290165,33.4152245664785,"20"
-111.611877197695,33.419429626009,"20"
-111.618358021543,33.4180635520072,"20"
-111.628025301907,33.4198686338512,"20"
-111.608828809412,33.4208907903437,"20"
-111.619993192007,33.4223035059126,"20"
-111.614167648762,33.4180756050807,"20"
-111.624316418298,33.4173265612035,"20"
-111.623644128036,33.4177259635289,"20"
-111.621488126395,33.4185446644058,"20"
-111.618625683286,33.4208832924133,"20"
-111.628640453933,33.4168691595644,"20"
-111.610878680526,33.4192936620597,"20"
-111.615675607325,33.4216231794608,"20"
-111.612046417549,33.4209589613738,"20"
-111.611652173847,33.4208022064949,"20"
-111.626773307623,33.4153940658886,"20"
-111.631882933721,33.4185995467788,"20"
-111.947631925774,33.4446024319724,"21"
-111.945623181486,33.384062124904,"22"
-111.956769974784,33.3789897064803,"22"
-112.417675669666,33.4976326321346,"26"
-112.381576221591,33.4928671935145,"26"
-112.440461072092,33.5063335530275,"26"
-112.45465533199,33.4811253892836,"26"
-112.438885221038,33.4898153981298,"26"
-112.43300898176,33.5060513014196,"26"
-112.433393994612,33.5004157633499,"26"
-112.378167317518,33.4964973393482,"26"
-112.449899780021,33.4933436303791,"26"
-112.466719361831,33.502156375504,"26"
-112.30988527087,33.5983088583107,"27"
-112.311477822682,33.6007830998168,"27"
-112.312094931191,33.5950064531143,"27"
-112.31162961566,33.6016467572942,"27"
-112.312961858837,33.5987357382588,"27"
-112.308385258222,33.5961509772648,"27"
-112.30649316485,33.6064206137762,"27"
-112.311933002149,33.5998899400105,"27"
-112.477704325169,33.3783862251395,"28"
-112.571026088109,33.4125056624825,"28"
-112.524874557026,33.3678681241613,"28"
-112.512936166768,33.3710564237767,"28"
-112.552074408035,33.3489282410605,"28"
-112.508269830287,33.4007592203472,"28"
-112.497539026137,33.3786509584987,"28"
-112.549111397544,33.4446372468364,"29"
-112.543286202385,33.4367148199187,"29"
-112.615567185828,33.3467256583891,"30"
-112.643786567515,33.9211080471759,"31"
-112.444012863401,33.8769837343149,"31"
-112.495831402656,33.8447638005456,"31"
-112.56602845134,33.8494514157455,"31"
-112.395998781641,33.7445220154533,"31"
-112.590521873569,33.8366330804563,"31"
-112.595460032712,33.9204622404846,"31"
-112.648681863467,33.8877276096108,"31"
-112.645987041292,33.9436992974336,"31"
-112.527610234932,33.9043559195951,"31"
-112.542677091063,33.9281793140771,"31"
-112.652971777995,33.9228453785465,"31"
-112.539073987677,33.9235320787042,"31"
-112.644039704182,33.9626089456191,"31"
-112.43356679083,33.7514197457212,"31"
-112.565575127046,33.8384105165634,"31"
-112.598905001834,33.9215071207718,"31"
-112.60474792879,33.9537296586924,"31"
-112.557021131193,33.8959869328004,"31"
-112.441411491052,33.7108062833245,"31"
-112.532624467615,33.9360124058,"31"
-112.372494072147,33.7020992073281,"31"
-112.370148558223,33.714754675373,"31"
-112.598294329423,33.9330052241641,"31"
-112.582697562583,33.8640733520012,"31"
-112.427762603459,33.7526841656451,"31"
-112.654759654447,33.9649349248724,"31"
-112.582312375168,33.8252395991526,"31"
-112.476478483318,33.9178169914068,"31"
-112.444106042384,33.7929027649673,"31"
-112.627594837532,33.9572803708686,"31"
-112.653322596324,33.8853953682873,"31"
-112.617467478012,33.8710454695672,"31"
-112.616681776589,33.8965348043998,"31"
-112.373716491429,33.7249012426808,"31"
-112.561747605558,33.8308552717834,"31"
-112.439780581124,33.9022533857652,"31"
-112.398719686884,33.752578068898,"31"
-112.447362607089,33.7696759788966,"31"
-112.555034767087,33.8350952695572,"31"
-112.460709957755,33.8491566475429,"31"
-112.627948752278,33.944189851363,"31"
-112.596147947166,33.7172796006003,"32"
-112.700507250756,33.6870261300309,"32"
-112.681107966396,33.6523008313102,"32"
-112.845390336203,33.6584541884046,"32"
-112.770781571011,33.7332005984287,"32"
-112.602205823175,33.6880026281418,"32"
-112.641911819562,33.656398958232,"32"
-112.869588410589,33.6491046315495,"32"
-112.880685220339,33.664653021785,"32"
-112.605492627855,33.6960379790679,"32"
-112.538516137703,33.6627261154219,"32"
-112.868873537437,33.6894418633286,"32"
-111.664409115584,33.7179501050011,"33"
-111.786617409533,33.7736670077281,"33"
-111.744405615378,33.745597869222,"33"
-111.716499895821,33.7327242038574,"33"
-111.686007816931,33.753336597291,"33"
-111.774893831567,33.7451605288756,"33"
-111.785273017181,33.7425121972599,"33"
-111.715460180323,33.7520579429805,"33"
-111.676121195257,33.715784500196,"33"
-111.775295563419,33.799981996854,"33"
-111.703716931756,33.7479275463212,"33"
-111.655916293454,33.7207359678569,"33"
-111.732392060554,33.7512904383839,"33"
-111.78594781168,33.7749037100063,"33"
-111.771964074029,33.7665701316405,"33"
-111.728382650329,33.7383560951292,"33"
-111.73214068117,33.7621207462024,"33"
-111.775969883874,33.8009746321175,"33"
-111.781782015962,33.7492938629144,"33"
-111.782456562208,33.7733314708153,"33"
-111.665524740001,33.7225191109129,"33"
-111.782674876145,33.7367194986669,"33"
-111.73493386563,33.7398234240237,"33"
-111.713904046145,33.7464699581949,"33"
-111.678603090696,33.740085723069,"33"
-111.753573563769,33.7303382005567,"33"
-111.782190030214,33.7499759660083,"33"
-111.776946522222,33.7425994707908,"33"
-111.782510607993,33.8031028707854,"33"
-111.776645069032,33.7403031022443,"33"
-111.723026889682,33.7583437544937,"33"
-111.769157767432,33.7393468592376,"33"
-111.775698391445,33.7836985235871,"33"
-111.704695530076,33.7606577866747,"33"
-111.671434872244,33.7398069648387,"33"
-111.703999133235,33.7482246165343,"33"
-111.732877445509,33.7455821784227,"33"
-111.697384447535,33.7541278016892,"33"
-111.697140643006,33.7330073771657,"33"
-111.73966866088,33.7382046888821,"33"
-111.772494176049,33.7603781630343,"33"
-111.78318070363,33.7766637159579,"33"
-111.743810348178,33.7327604777984,"33"
-111.779946886905,33.7871535163391,"33"
-111.728459751191,33.736848685236,"33"
